title,story,phonics_focus,sentence_count,source,menon_hiebert_level,present_patterns,target_phonics,present_phonics_summary
A kite contest,"The local school is holding a kite flying contest. Sant is showing the children how to
make the best kite. “You want to make your kite strong and light so it can fly high,”
Sant explains. “You will need string, sticks, tape, and bright paper.”
Mr Tom wants his class to watch a clip about the best kite flying tips. “What tips do
you have for us, Buzz?” asks Jazz. “Hold your kite by the top of the frame and let
the line out.” Buzz can’t wait to see the kites fly.
Jazz draws a wasp on her kite because she knows they are strong flyers. Cooper
chooses a swan as his kite mascot. “Swans glide across the water with grace.
I want my kite to fly across the sky with grace,” Cooper shares with the group.
Sant and Buzz offer to help find the winners of the kite contest. “I will watch for
kites that crash down. They are out of the contest,” says Sant. “I will fly up to see
which kite flies the highest.” Buzz starts to fly.
The day was perfect for kite flying. “Don’t stop running! We want the kites to lift on
the wind,” Sant calls as he watches from the stand. “Let go of the kite, Tim.
I think it will fly,” Cooper shouts. He is running fast.
“Our wasp kite is strong and flies so well!” Jazz is happy that their kite is up.
“How high do you think it will fly, Jazz?” Tina is watching Cooper and Tim’s kite fly
close to theirs. “I don’t know. Buzz is keeping watch to see which kite will be the
winner,” Jazz says.
“I hope the wasp team doesn’t win for flying the highest,” Cooper says as he holds
the line up high. “I hope our kite stays up and doesn’t crash,” Tim says with a
worried look. “I don’t think it will crash. After all, it is a swan kite and swans fly with
grace,” Cooper smiles.
“Well done, class! The wasp team’s kite was flying strong against the wind.
The swan team’s kite was gliding across the sky. Both kites flew high and didn’t
crash in the contest,” says Mr Tom happily. “Who wants to celebrate with
ice-cream?” “Me!” the children chime.",o a,41,SPELD-SA,5,"digraph, blend, final_e, vowel_team, r_controlled, l_controlled, diphthong, multisyllabic","consonant blends, multisyllabic words, consonant digraphs","consonant digraphs, consonant blends, final-e words, vowel teams, r-controlled vowels, l-controlled vowels, diphthongs, multisyllabic words"
Riverside versus Dingoes,"It was the day of the big game. Ben was captain for the Riverside team. He held his
clipboard and counted all the players before they piled into the bus. It was going
to be a long bus ride to the footy ground.
When they arrived, the players began warming up. Dave and Henry jogged, while
others chose to practice passing and marking. Riverside were playing the Dingoes
for the second time in the season.
The last time the Dingoes played Riverside, the Dingoes were third on the ladder.
“Time to beat you,” Ben egged Gavin on. “I don’t think so,” Gavin called back.
The umpire, Spotty, blew his whistle to start the game.
The players ran into the middle of the ground. “I’ve got this,” called Gavin. “Run the
ball down to the goals, Riverside!” Coach Dan yelled. The Dingoes chased close
behind Riverside as they ran down the footy field.
Coach Dan added advice from the sideline, “Dave is free! Pass to Dave! Keep on
defending your players.” Riverside were up by one goal. Both teams had scored
well the entire game. There wasn’t a lot of time left on the clock.
Suddenly, the final whistle blew to signal the end of the match. Dave kicked one
more goal for Riverside. The Dingoes had lost but had good team spirit to say
‘well done’ to Riverside.
The team played hard and felt tired. Coach Dan was proud of them all.
“The Dingoes put in a good effort and tried to beat us. You used the ball well
across the ground and quickly moved it to our goals,” Coach Dan shared his
thinking on the game.
The team jumped into the bus and chatted about the game. They began to
unwind and felt satisfied that they tried their best and won. It was a great ride
home on the bus.",d dd ed,32,SPELD-SA,6,"digraph, blend, final_e, vowel_team, r_controlled, l_controlled, diphthong, multisyllabic","multisyllabic words, consonant blends, vowel teams","consonant digraphs, consonant blends, final-e words, vowel teams, r-controlled vowels, l-controlled vowels, diphthongs, multisyllabic words"
Missing biscuits,"Late in the day, Jim arrives home from school and heads to the kitchen for a snack.
“Mum, can I have a biscuit?” calls Jim. “First, I’d like you to put your lunchbox in the
sink,” says Mum.
Jim puts his lunchbox in the sink and reaches into the biscuit jar. He can’t wait to sit
down with a biscuit and relax after his long day at school. When Jim opens the jar,
he finds that all the biscuits are missing. His grin turns down into a frown.
“Mum! The biscuits are missing!” Mum quickly enters the kitchen. “I just filled the jar
today. This is a mystery!” “I wonder where they have vanished. I will solve this case
of the missing biscuits!” announces Jim.
Jim puts on his sleuth costume and begins to look for clues. He spots a trail of
biscuit crumbs leading from the jar to the back door. “I think I’m onto something,
Mum.” Jim runs outside. “I will find the guilty thief,” exclaims Jim.
Jim stands in his yard and finds a strange sight. Not only are there biscuit crumbs
trailing on the ground, but also evidence of chips. He looks towards his play gym,
and it has flowers all over it. “What is going on?” Jim wonders. He carefully walks
down to his play gym.
Jim finds Sant, Spotty, Buzz and Doug. Biscuits, chips, fizzy drink, and honey treats
are laid out ready to eat. “What is all this?” asks Jim. “We know how tired you are
after school, and we wanted to share a picnic with you,” Sant beams. “That is so
nice of you,” says Jim.
“It was a team effort.” Sant explains, “Spotty knows how to relax and strung up a
hammock on the play gym for you to rest. Buzz loves sweet treats and put food out
for us to share. Ants are good at carrying and moving things, so Doug and I found
flowers and hung them from the play gym.”
“Mystery solved!” Jim chuckles. Jim’s mum walks down to check on the afternoon
tea. “How is the picnic going?” she asks. “Great!” Jim smiles, “Typical of this crew
to be behind a tricky surprise like this.” They all giggle and enjoy their picnic in the
sun.",I ui y,45,SPELD-SA,7,"digraph, blend, final_e, vowel_team, r_controlled, l_controlled, diphthong, multisyllabic","multisyllabic words, consonant blends, consonant digraphs","consonant digraphs, consonant blends, final-e words, vowel teams, r-controlled vowels, l-controlled vowels, diphthongs, multisyllabic words"
"I Sit, I Tap",I sit. I tap. I sit and I tap. I tap and I sit. Pim and I sit. Pim and I tap.,,6,UFLI,2,blend,basic single-syllable words,basic single-syllable words
The Pin in the Map,A map. I tap the map. A tin. A pin is in the tin. I tap the pin. I tap it in. The pin is in the map.,,7,UFLI,2,,basic single-syllable words,basic single-syllable words
The Pit,A pit. Min is in the pit. Nat is in the pit. Min and Nat fit. Min and Nat sit in the pit. Sap is in the pit. Min and Nat sat in sap!,,7,UFLI,2,blend,basic single-syllable words,basic single-syllable words
Sam and Pam,Sam is tan. Pam is tan. Pam is as tan as Sam. Sam and Pam sat on the mat. Sam and Pam tap the mat. Sam and Pam tap and tap and tap. Sam and Pam nap.,,7,UFLI,2,blend,basic single-syllable words,basic single-syllable words
Tom and the Fan,Tom is a man. Tom is not a fan. A fan is not a man. Tom is on the mat. The fan is on the mat. Tom and the fan fit on the mat.,,6,UFLI,2,blend,basic single-syllable words,basic single-syllable words
Sid and Dad,Dad is sad. Dad did not fit in the pit. Sid is not sad. Sid can fit in the pit. Dad is mad. Dad did not sit in the pit. Sid is not mad. Sid can sit in the pit.,,8,UFLI,2,,basic single-syllable words,basic single-syllable words
The Cat Can,Can Cam fit on the cot? Cam can not fit on the cot. Can the cat fit on the cot? The cat can fit on the cot. The cat can nap on the cot. Cam can not nap on the cot. Cam can nap on the mat.,,7,UFLI,2,,basic single-syllable words,basic single-syllable words
The Pup,The pup is up! The pup is on us. It’s fun. Mom said the pup can sit on the mat in the sun. The pup did not sit on the mat. The pup is in the mud!,,6,UFLI,2,,basic single-syllable words,basic single-syllable words
Gus the Dog,Gus is a dog. Gus the dog is fun. Gus the dog can dig. Gus can dig in a pit. Gus dug and dug and dug. Gus dug in the mud! “Gus! Do not dig in the mud!” said Mom.,,9,UFLI,2,blend,basic single-syllable words,basic single-syllable words
A Bug on the Bus,"Sib got on the bus. Bob, Gab, and Bim got on the bus. A big bad bug got on the bus. “I can not sit on the bus,” said Sib. Sib got up. Bob got up. Gab got up and Bim got up. But the big bad bug did not.",,8,UFLI,2,blend,basic single-syllable words,basic single-syllable words
Ten on the Bed,Mom and Dad get a big bed. Ben and Ted get on the big bed. Gab and Dot get on the big bed. Tam the cat and Gus the dog get on the big bed. Ned and Ed get on the big bed. Mom and Dad get on the big bed. Ten fit on the big bed!,,7,UFLI,2,blend,basic single-syllable words,basic single-syllable words
I See,I see a pig. The pig is in its pen. I see a cat. The cat is on the bed. I see a dog. The dog is in its den. I see a bug. The bug is on a bat!,,8,UFLI,2,vowel_team,basic single-syllable words,basic single-syllable words
Pet Cats,"Tam and Meg got cats. “The cats can fit on the bed,” said Tam. “The cats can sit on top of the cot,” said Meg. Tam pets the cats. Meg pets the cats. The cats nap.",,6,UFLI,2,blend,basic single-syllable words,basic single-syllable words
Cubs in the Den,Mom sees the cubs. Mom and the cubs get in the den. The den is big. Mom sits in the den. The cubs see bugs and bats in the den. The cubs get the bugs. The cubs do not get the bats. Mom and the cubs nap in the den.,,8,UFLI,2,"blend, vowel_team",vowel teams,vowel teams
Kip is the Best Pup,"Kip is the best pup. Kip sits. Kip skips. Kip runs in the sun. Kip runs fast to get a disk. But Kip did not see the mud. “Stop, Kip!,” Dad said. But Kip can not stop. Kip skids into the mud. Dad gets Kip in the tub.",,11,UFLI,3,"blend, vowel_team, multisyllabic",consonant blends,consonant blends
The Big Hut,"The hen sits in the big hut. The hog sees the hut. The hog asks the hen if he can sit in the hut. The hog and the hen sit in the hut. The dog sees the hut. The dog asks the hen if he can sit in the hut. The dog, the hog, and the hen sit in the big hut.",,7,UFLI,2,"blend, vowel_team",basic single-syllable words,basic single-syllable words
The Red Cat and the Rat,The red cat sees a rat. The rat runs. The red cat runs to get the rat. The rat is fast. The red cat is not as fast. The rat runs to a raft. The rat got on the raft. The red cat did not fit on the raft. The rat got rid of the red cat.,,9,UFLI,2,"blend, vowel_team",consonant blends,consonant blends
